,Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score,Location,lat,long
1270,330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,Wellsville,NY,14895,ALLEGANY,75.55555555560001,15.1111111111,44.0,13.2,55.0,16.5,90.0000000000,18.0000000000,62.8111111111,"191 NORTH MAIN STREET
Wellsville, NY 14895
(42.12292412900047, -77.94995565199963)",42.12292412900047,-77.94995565199963
1271,160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,Muscatine,IA,52761,MUSCATINE,56.6666666667,11.333333333299999,43.0,12.9,10.0,3.0,80.0000000000,16.0000000000,43.2333333333,"1518 MULBERRY AVENUE
Muscatine, IA 52761
(41.433977136000465, -91.05248072999967)",41.433977136000465,-91.05248072999967
1272,160030,MARY GREELEY MEDICAL CENTER,1111 DUFF AVENUE,Ames,IA,50010,STORY,78.0,15.6,60.0,18.0,62.0,18.6,30.0000000000,6.0000000000,58.2,"1111 DUFF AVENUE
Ames, IA 50010
(42.033039234000455, -93.61065697799967)",42.033039234000455,-93.61065697799967
1273,190257,GREEN CLINIC SURGICAL HOSPITAL,1118 FARMERVILLE STREET,Ruston,LA,71270,LINCOLN,75.7142857143,21.6326530612,97.0,41.5714285714,,,0.0000000000,0.0000000000,63.2040816327,"1118 FARMERVILLE STREET
Ruston, LA 71270
(32.51778687600046, -92.63087328299969)",32.51778687600046,-92.63087328299969
1274,20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,Anchorage,AK,99508,ANCHORAGE,52.2222222222,10.4444444444,24.0,7.2,45.0,13.5,100.0000000000,20.0000000000,51.144444444399994,"4315 DIPLOMACY DR
Anchorage, AK 99508
(61.18186699800049, -149.80259690399973)",61.18186699800049,-149.80259690399973
1275,50045,EL CENTRO REGIONAL MEDICAL CENTER,1415 ROSS AVENUE,El Centro,CA,92243,IMPERIAL,16.6666666667,3.3333333332999997,13.0,3.9,40.0,12.0,30.0000000000,6.0000000000,25.2333333333,"1415 ROSS AVENUE
El Centro, CA 92243
(32.78146302800047, -115.56940921799969)",32.78146302800047,-115.56940921799969
1276,50283,VALLEYCARE MEDICAL CENTER,5555 WEST LAS POSITAS BOULEVARD,Pleasanton,CA,94588,ALAMEDA,47.2727272727,9.4545454545,42.0,12.6,75.0,22.5,10.0000000000,2.0000000000,46.5545454545,"5555 WEST LAS POSITAS BOULEVARD
Pleasanton, CA 94588
(37.6921328520005, -121.88026046299973)",37.6921328520005,-121.88026046299973
1277,390063,UPMC HAMOT,201 STATE STREET,Erie,PA,16550,ERIE,61.818181818199996,12.3636363636,24.0,7.2,38.0,11.4,10.0000000000,2.0000000000,32.9636363636,"201 STATE STREET
Erie, PA 16550
(42.13335804100046, -80.08781291099967)",42.13335804100046,-80.08781291099967
1278,390061,LANCASTER REGIONAL MEDICAL CENTER,250 COLLEGE AVENUE,Lancaster,PA,17604,LANCASTER,74.0,14.8,45.0,13.5,22.5,6.75,20.0000000000,4.0000000000,39.05,"250 COLLEGE AVENUE
Lancaster, PA 17604
(40.04100346700045, -76.32052668399967)",40.04100346700045,-76.32052668399967
1279,390102,UPMC ST MARGARET,815 FREEPORT ROAD,Pittsburgh,PA,15215,ALLEGHENY,68.8888888889,13.777777777799999,26.0,7.8,62.0,18.6,0.0000000000,0.0000000000,40.1777777778,"815 FREEPORT ROAD
Pittsburgh, PA 15215
(40.48788693400047, -79.89755389899966)",40.48788693400047,-79.89755389899966
1280,360089,MERCY TIFFIN HOSPITAL,45 ST LAWRENCE DRIVE,Tiffin,OH,44883,SENECA,26.6666666667,5.3333333333,41.0,12.3,36.6666666667,11.0,80.0000000000,16.0000000000,44.6333333333,"45 ST LAWRENCE DRIVE
Tiffin, OH 44883
(41.10503872300046, -83.21722514999965)",41.10503872300046,-83.21722514999965
1281,670053,ST LUKE'S SUGAR LAND HOSPITAL,1317 LAKE POINTE PARKWAY,Sugar Land,TX,77478,FORT BEND,55.0,11.0,33.0,9.9,46.6666666667,14.0,20.0000000000,4.0000000000,38.9,"1317 LAKE POINTE PARKWAY
Sugar Land, TX 77478
(29.604812212000468, -95.62127198399969)",29.604812212000468,-95.62127198399969
1282,290012,ST ROSE DOMINICAN HOSPITALS - ROSE DE LIMA CAMPUS,102 E LAKE MEAD DR,Henderson,NV,89015,CLARK,20.0,4.0,18.0,5.4,63.3333333333,19.0,0.0000000000,0.0000000000,28.4,"102 E LAKE MEAD DR
Henderson, NV 89015
(36.03867449700044, -114.98349696099967)",36.03867449700044,-114.98349696099967
1283,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,Carson City,NV,89703,CARSON CITY,64.54545454550001,12.909090909100001,37.0,11.1,22.0,6.6,10.0000000000,2.0000000000,32.6090909091,"1600 MEDICAL PARKWAY
Carson City, NV 89703
(39.2036587610005, -119.78570249999967)",39.2036587610005,-119.78570249999967
1284,290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,Las Vegas,NV,89128,CLARK,81.8181818182,16.363636363599998,16.0,4.8,18.0,5.4,10.0000000000,2.0000000000,28.5636363636,"3100 N TENAYA WAY
Las Vegas, NV 89128
(36.21686407000044, -115.2512681609997)",36.21686407000044,-115.2512681609997
1285,300001,CONCORD HOSPITAL,250 PLEASANT ST,Concord,NH,03301,MERRIMACK,57.2727272727,11.4545454545,48.0,14.4,86.0,25.8,0.0000000000,0.0000000000,51.654545454499996,"250 PLEASANT ST
Concord, NH 03301
(43.19636682300046, -71.56237359399967)",43.19636682300046,-71.56237359399967
1286,450162,GRACE MEDICAL CENTER,2412 50TH ST,Lubbock,TX,79412,LUBBOCK,32.5,9.285714285700001,49.0,21.0,,,0.0000000000,0.0000000000,30.285714285700003,"2412 50TH ST
Lubbock, TX 79412
(33.548807819000444, -101.87010010499966)",33.548807819000444,-101.87010010499966
1287,450176,MISSION REGIONAL MEDICAL CENTER,900 SOUTH BRYAN ROAD,Mission,TX,78572,HIDALGO,50.0,10.0,47.0,14.1,62.0,18.6,0.0000000000,0.0000000000,42.7,"900 SOUTH BRYAN ROAD
Mission, TX 78572
(26.19639715000045, -98.31273996499965)",26.19639715000045,-98.31273996499965
1288,450196,PARIS REGIONAL MEDICAL CENTER,820 CLARKSVILLE ST,Paris,TX,75460,LAMAR,44.5454545455,8.9090909091,11.0,3.3,44.0,13.2,10.0000000000,2.0000000000,27.409090909099998,"820 CLARKSVILLE ST
Paris, TX 75460
(33.660443185000474, -95.54808403399966)",33.660443185000474,-95.54808403399966
1289,450219,SCOTT & WHITE HOSPITAL-LLANO,200 W OLLIE,Llano,TX,78643,LLANO,80.0,16.0,61.0,18.3,45.0,13.5,70.0000000000,14.0000000000,61.8,"200 W OLLIE
Llano, TX 78643
(30.74328275600044, -98.67767107199967)",30.74328275600044,-98.67767107199967
1290,450352,HUNT REGIONAL MEDICAL CENTER,4215 JOE RAMSEY BLVD,Greenville,TX,75401,HUNT,18.888888888900002,3.7777777778,34.0,10.2,65.0,19.5,0.0000000000,0.0000000000,33.4777777778,"4215 JOE RAMSEY BLVD
Greenville, TX 75401
(33.12343492100047, -96.1233803189997)",33.12343492100047,-96.1233803189997
1291,450395,MEMORIAL MEDICAL CENTER LIVINGSTON,1717 HWY 59 BYPASS,Livingston,TX,77351,POLK,30.0,6.0,28.0,8.4,40.0,12.0,0.0000000000,0.0000000000,26.4,"1717 HWY 59 BYPASS
Livingston, TX 77351
(30.730406056000447, -94.9377741079997)",30.730406056000447,-94.9377741079997
1292,50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,Antioch,CA,94531,CONTRA COSTA,67.7777777778,13.5555555556,39.0,11.7,55.0,16.5,100.0000000000,20.0000000000,61.755555555600004,"4501 SAND CREEK ROAD
Antioch, CA 94531
(37.95259448000047, -121.77805632199971)",37.95259448000047,-121.77805632199971
1293,520013,SACRED HEART HOSPITAL,900 W CLAIREMONT AVE,Eau Claire,WI,54701,EAU CLAIRE,52.7272727273,10.5454545455,60.0,18.0,42.0,12.6,10.0000000000,2.0000000000,43.1454545455,"900 W CLAIREMONT AVE
Eau Claire, WI 54701
(44.793436332000454, -91.51178141299965)",44.793436332000454,-91.51178141299965
1294,520033,RIVERVIEW HOSPITAL ASSOC,410 DEWEY ST,Wisconsin Rapids,WI,54495,WOOD,33.3333333333,6.666666666699999,58.0,17.4,26.6666666667,8.0,90.0000000000,18.0000000000,50.0666666667,"410 DEWEY ST
Wisconsin Rapids, WI 54495
(44.3821647470005, -89.82952882699965)",44.3821647470005,-89.82952882699965
1295,520057,ST CLARE HOSPITAL HEALTH SERVICES,707 14TH ST,Baraboo,WI,53913,SAUK,80.0,16.0,78.0,23.4,75.0,22.5,0.0000000000,0.0000000000,61.9,"707 14TH ST
Baraboo, WI 53913
(43.48061631000047, -89.73142074099968)",43.48061631000047,-89.73142074099968
1296,670056,SETON MEDICAL CENTER HAYS,6001 KYLE PKWY,Kyle,TX,78640,HAYS,29.090909090900002,5.8181818182,30.0,9.0,26.0,7.8,10.0000000000,2.0000000000,24.6181818182,"6001 KYLE PKWY
Kyle, TX 78640
(30.007586716000446, -97.85517981299967)",30.007586716000446,-97.85517981299967
1297,50291,SUTTER MEDICAL CENTER OF SANTA ROSA,3325 CHANATE RD,Santa Rosa,CA,95404,SONOMA,74.54545454550001,14.909090909100001,38.0,11.4,57.5,17.25,30.0000000000,6.0000000000,49.5590909091,"3325 CHANATE RD
Santa Rosa, CA 95404
(38.46832374900049, -122.70807904499969)",38.46832374900049,-122.70807904499969
1298,50457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,San Francisco,CA,94117,SAN FRANCISCO,52.7272727273,10.5454545455,31.0,9.3,30.0,9.0,30.0000000000,6.0000000000,34.845454545500004,"450 STANYAN ST
San Francisco, CA 94117
(37.77365715900049, -122.4544152039997)",37.77365715900049,-122.4544152039997
1299,490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,4600 SPOTSYLVANIA PARKWAY,Fredericksburg,VA,22408,SPOTSYLVANIA,87.0,17.4,29.0,8.7,65.0,19.5,0.0000000000,0.0000000000,45.6,"4600 SPOTSYLVANIA PARKWAY
Fredericksburg, VA 22408
(38.219457012000476, -77.49658865399965)",38.219457012000476,-77.49658865399965
1300,670067,BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,707 HIGHLANDER BLVD,Arlington,TX,76015,TARRANT,73.3333333333,20.9523809524,99.0,42.4285714286,,,0.0000000000,0.0000000000,63.38095238100001,"707 HIGHLANDER BLVD
Arlington, TX 76015
(32.682620673000486, -97.1152982859997)",32.682620673000486,-97.1152982859997
1301,60124,ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS,11650 W 2ND PLACE,Lakewood,CO,80228,JEFFERSON,86.6666666667,24.761904761900002,77.0,33.0,,,60.0000000000,17.1428571429,74.9047619048,"11650 W 2ND PLACE
Lakewood, CO 80228
(39.71791527500045, -105.12933939099969)",39.71791527500045,-105.12933939099969
1302,670073,METHODIST HOSPITAL FOR SURGERY,17101 DALLAS PARKWAY,Addison,TX,75001,DALLAS,73.3333333333,20.9523809524,71.0,30.4285714286,,,0.0000000000,0.0000000000,51.38095238100001,"17101 DALLAS PARKWAY
Addison, TX 75001
(32.98511155500046, -96.82885333699966)",32.98511155500046,-96.82885333699966
1303,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,Marlton,NJ,08053,CAMDEN,69.0,13.8,53.0,15.9,58.0,17.4,0.0000000000,0.0000000000,47.1,"WHITEHORSE PIKE AND TOWNSEND AVENUE
Marlton, NJ 08053
(39.88505811500045, -74.90610588399966)",39.88505811500045,-74.90610588399966
1304,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,Rahway,NJ,07065,UNION,46.0,9.2,28.0,8.4,32.0,9.6,10.0000000000,2.0000000000,29.2,"865 STONE ST
Rahway, NJ 07065
(40.61204760400045, -74.29029708599967)",40.61204760400045,-74.29029708599967
1305,310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,Denville,NJ,07834,MORRIS,45.0,9.0,31.0,9.3,44.0,13.2,0.0000000000,0.0000000000,31.5,"25 POCONO ROAD
Denville, NJ 07834
(40.894387760000484, -74.46499107499966)",40.894387760000484,-74.46499107499966
1306,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,Mount Holly,NJ,08060,BURLINGTON,64.0,12.8,15.0,4.5,62.0,18.6,0.0000000000,0.0000000000,35.9,"175 MADISON AVE
Mount Holly, NJ 08060
(39.98627676700045, -74.79550006699964)",39.98627676700045,-74.79550006699964
1307,310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,Woodbury,NJ,08096,GLOUCESTER,68.0,13.6,27.0,8.1,26.0,7.8,0.0000000000,0.0000000000,29.5,"509 N BROAD ST
Woodbury, NJ 08096
(39.84383168800048, -75.14886341799968)",39.84383168800048,-75.14886341799968
1308,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,Salem,NJ,08079,SALEM,28.8888888889,5.7777777778,39.0,11.7,40.0,12.0,0.0000000000,0.0000000000,29.477777777800004,"310 WOODSTOWN ROAD
Salem, NJ 08079
(39.59382073900048, -75.44552610199963)",39.59382073900048,-75.44552610199963
1309,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,Portsmouth,NH,03801,ROCKINGHAM,98.1818181818,19.636363636400002,33.0,9.9,60.0,18.0,0.0000000000,0.0000000000,47.536363636400004,"333 BORTHWICK AVE
Portsmouth, NH 03801
(43.06439368100047, -70.78732925599962)",43.06439368100047,-70.78732925599962
1310,450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,Breckenridge,TX,76424,STEPHENS,,,,,45.0,27.0,20.0000000000,8.0000000000,35.0,"200 SOUTH GENEVA STREET
Breckenridge, TX 76424
(32.754593800000464, -98.8876965229997)",32.754593800000464,-98.8876965229997
1311,450539,COVENANT HOSPITAL PLAINVIEW,2601 DIMMITT RD,Plainview,TX,79072,HALE,66.6666666667,13.333333333299999,59.0,17.7,65.0,19.5,30.0000000000,6.0000000000,56.5333333333,"2601 DIMMITT RD
Plainview, TX 79072
(34.20771712900046, -101.7322284329997)",34.20771712900046,-101.7322284329997
1312,450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,Aransas Pass,TX,78336,SAN PATRICIO,16.0,3.2,21.0,6.3,75.0,22.5,0.0000000000,0.0000000000,32.0,"1711 W WHEELER AVENUE
Aransas Pass, TX 78336
(27.915952882000454, -97.16199247699967)",27.915952882000454,-97.16199247699967
1313,450634,DENTON REGIONAL MEDICAL CENTER,3535 SOUTH I35 EAST,Denton,TX,76210,DENTON,54.5454545455,10.909090909100001,32.0,9.6,64.0,19.2,0.0000000000,0.0000000000,39.7090909091,"3535 SOUTH I35 EAST
Denton, TX 76210
(33.15170302700045, -97.0955362629997)",33.15170302700045,-97.0955362629997
1314,450641,NOCONA GENERAL HOSPITAL,100 PARK ROAD,Nocona,TX,76255,MONTAGUE,,,,,65.0,39.0,40.0000000000,16.0000000000,55.0,"100 PARK ROAD
Nocona, TX 76255
(33.77832109700046, -97.73159561099965)",33.77832109700046,-97.73159561099965
1315,450668,SIERRA MEDICAL CENTER,1625 MEDICAL CENTER DR,El Paso,TX,79902,EL PASO,35.4545454545,7.0909090909,24.0,7.2,26.0,7.8,0.0000000000,0.0000000000,22.090909090900002,"1625 MEDICAL CENTER DR
El Paso, TX 79902
(31.778120552000473, -106.47969288699966)",31.778120552000473,-106.47969288699966
1316,450684,MEMORIAL HERMANN NORTHEAST,18951 MEMORIAL NORTH,Humble,TX,77338,HARRIS,52.0,10.4,43.0,12.9,68.0,20.4,20.0000000000,4.0000000000,47.7,"18951 MEMORIAL NORTH
Humble, TX 77338
(29.99488263000046, -95.27533892799966)",29.99488263000046,-95.27533892799966
1317,450713,ST DAVID'S SOUTH AUSTIN MEDICAL CENTER,901 WEST BEN WHITE BLVD,Austin,TX,78704,TRAVIS,78.1818181818,15.6363636364,48.0,14.4,26.0,7.8,0.0000000000,0.0000000000,37.8363636364,"901 WEST BEN WHITE BLVD
Austin, TX 78704
(30.227273675000447, -97.77426023599969)",30.227273675000447,-97.77426023599969
1318,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,2333 BUCHANAN STREET,San Francisco,CA,94115,SAN FRANCISCO,60.9090909091,12.1818181818,13.0,3.9,78.0,23.4,50.0000000000,10.0000000000,49.4818181818,"2333 BUCHANAN STREET
San Francisco, CA 94115
(37.79148861800047, -122.43101523199971)",37.79148861800047,-122.43101523199971
1319,60016,CENTURA HEALTH-ST THOMAS MORE HOSPITAL,1338 PHAY AVE,Canon City,CO,81212,FREMONT,53.3333333333,10.6666666667,35.0,10.5,80.0,24.0,70.0000000000,14.0000000000,59.1666666667,"1338 PHAY AVE
Canon City, CO 81212
(38.4557227250005, -105.22958003999969)",38.4557227250005,-105.22958003999969
1320,60020,PARKVIEW MEDICAL CENTER INC,400 W 16TH STREET,Pueblo,CO,81003,PUEBLO,43.636363636400006,8.7272727273,33.0,9.9,28.0,8.4,40.0000000000,8.0000000000,35.0272727273,"400 W 16TH STREET
Pueblo, CO 81003
(38.281690694000474, -104.61188574499971)",38.281690694000474,-104.61188574499971
1321,420103,VILLAGE HOSPITAL,250 WESTMORELAND ROAD,Greer,SC,29651,GREENVILLE,60.0,12.0,74.0,22.2,35.0,10.5,0.0000000000,0.0000000000,44.7,"250 WESTMORELAND ROAD
Greer, SC 29651
(34.86117428500046, -82.21671982299966)",34.86117428500046,-82.21671982299966
1322,50588,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,San Dimas,CA,91773,LOS ANGELES,18.888888888900002,3.7777777778,26.0,7.8,16.6666666667,5.0,0.0000000000,0.0000000000,16.577777777799998,"1350 W COVINA BLVD
San Dimas, CA 91773
(34.09907551900045, -117.83432657599968)",34.09907551900045,-117.83432657599968
1323,70034,NORWALK HOSPITAL ASSOCIATION,24 STEVENS STREET,Norwalk,CT,06856,FAIRFIELD,65.0,13.0,39.0,11.7,30.0,9.0,0.0000000000,0.0000000000,33.7,"24 STEVENS STREET
Norwalk, CT 06856
(41.110432855000454, -73.42136788699963)",41.110432855000454,-73.42136788699963
1324,160067,COVENANT MEDICAL CENTER,3421 WEST NINTH STREET,Waterloo,IA,507025401,BLACK HAWK,49.0,9.8,24.0,7.2,34.0,10.2,20.0000000000,4.0000000000,31.2,"3421 WEST NINTH STREET
Waterloo, IA 507025401
(42.46390816000047, -92.34566390599969)",42.46390816000047,-92.34566390599969
1325,30038,SCOTTSDALE HEALTHCARE OSBORN MEDICAL CENTER,7400 EAST OSBORN ROAD,Scottsdale,AZ,85251,MARICOPA,62.7272727273,12.5454545455,17.0,5.1,38.0,11.4,20.0000000000,4.0000000000,33.0454545455,"7400 EAST OSBORN ROAD
Scottsdale, AZ 85251
(33.48764815700048, -111.9220305179997)",33.48764815700048,-111.9220305179997
1326,30108,"SURGICAL HOSPITAL OF PHOENIX, THE",6501 NORTH 19TH AVENUE,Phoenix,AZ,85015,MARICOPA,46.6666666667,13.333333333299999,77.0,33.0,,,60.0000000000,17.1428571429,63.476190476199996,"6501 NORTH 19TH AVENUE
Phoenix, AZ 85015
(33.53215043300048, -112.09959714599967)",33.53215043300048,-112.09959714599967
1327,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,Binghamton,NY,13905,BROOME,71.1111111111,14.222222222200001,30.0,9.0,38.0,11.4,50.0000000000,10.0000000000,44.6222222222,"169 RIVERSIDE DRIVE
Binghamton, NY 13905
(42.09269286300048, -75.93587650699965)",42.09269286300048,-75.93587650699965
1328,330033,"CHENANGO MEMORIAL HOSPITAL, INC",179 NORTH BROAD STREET,Norwich,NY,13815,CHENANGO,84.44444444439999,16.888888888900002,17.0,5.1,53.3333333333,16.0,100.0000000000,20.0000000000,57.9888888889,"179 NORTH BROAD STREET
Norwich, NY 13815
(42.541772807000484, -75.52474696399963)",42.541772807000484,-75.52474696399963
1329,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,Bronxville,NY,10708,WESTCHESTER,57.7777777778,11.5555555556,18.0,5.4,62.0,18.6,0.0000000000,0.0000000000,35.5555555556,"55 PALMER AVENUE
Bronxville, NY 10708
(40.94160369700046, -73.83662092199967)",40.94160369700046,-73.83662092199967
1330,330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,Malone,NY,12953,FRANKLIN,20.0,4.0,22.0,6.6,63.3333333333,19.0,80.0000000000,16.0000000000,45.6,"133 PARK STREET
Malone, NY 12953
(44.8568267010005, -74.29199423799963)",44.8568267010005,-74.29199423799963
1331,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,Cortland,NY,13045,CORTLAND,30.0,6.0,16.0,4.8,63.3333333333,19.0,70.0000000000,14.0000000000,43.8,"134 HOMER AVENUE
Cortland, NY 13045
(42.6088966800005, -76.18616824899965)",42.6088966800005,-76.18616824899965
1332,330184,MONTEFIORE NEW ROCHELLE HOSPITAL,16 GUION PLACE,New Rochelle,NY,10802,WESTCHESTER,35.5555555556,7.1111111111000005,45.0,13.5,86.0,25.8,10.0000000000,2.0000000000,48.4111111111,"16 GUION PLACE
New Rochelle, NY 10802
(40.913231048000455, -73.78719150499967)",40.913231048000455,-73.78719150499967
1333,470003,FLETCHER ALLEN HOSPITAL OF VERMONT,111 COLCHESTER AVE,Burlington,VT,05401,CHITTENDEN,46.363636363599994,9.2727272727,24.0,7.2,66.0,19.8,0.0000000000,0.0000000000,36.2727272727,"111 COLCHESTER AVE
Burlington, VT 05401
(44.480672479000475, -73.19654888199966)",44.480672479000475,-73.19654888199966
1334,470011,BRATTLEBORO MEMORIAL HOSPITAL,17 BELMONT AVE,Brattleboro,VT,05301,WINDHAM,62.2222222222,12.4444444444,64.0,19.2,60.0,18.0,50.0000000000,10.0000000000,59.644444444399994,"17 BELMONT AVE
Brattleboro, VT 05301
(42.8421369560005, -72.56480461599966)",42.8421369560005,-72.56480461599966
1335,450747,PALESTINE REGIONAL MEDICAL CENTER,2900 S LOOP 256,Palestine,TX,75801,ANDERSON,60.0,12.0,23.0,6.9,53.3333333333,16.0,10.0000000000,2.0000000000,36.9,"2900 S LOOP 256
Palestine, TX 75801
(31.733984701000452, -95.62748085899966)",31.733984701000452,-95.62748085899966
1336,450755,COVENANT HOSPITAL LEVELLAND,1900 COLLEGE AVE,Levelland,TX,79336,HOCKLEY,61.428571428599994,17.5510204082,66.0,28.285714285700003,,,0.0000000000,0.0000000000,45.836734693900006,"1900 COLLEGE AVE
Levelland, TX 79336
(33.57275108300047, -102.36779366599967)",33.57275108300047,-102.36779366599967
1337,450788,"CORPUS CHRISTI MEDICAL CENTER,THE",7101 S PADRE ISLAND DR,Corpus Christi,TX,78412,NUECES,68.1818181818,13.6363636364,29.0,8.7,30.0,9.0,0.0000000000,0.0000000000,31.336363636399998,"7101 S PADRE ISLAND DR
Corpus Christi, TX 78412
(27.69435544300046, -97.34415261199968)",27.69435544300046,-97.34415261199968
1338,450822,LAS COLINAS MEDICAL CENTER,6800 N MACARTHUR BLVD,Irving,TX,75039,DALLAS,88.0,17.6,32.0,9.6,45.0,13.5,20.0000000000,4.0000000000,44.7,"6800 N MACARTHUR BLVD
Irving, TX 75039
(32.90202973100048, -96.95863829399968)",32.90202973100048,-96.95863829399968
1339,460004,MCKAY DEE HOSPITAL,4401 HARRISON BOULEVARD,Ogden,UT,84403,WEBER,64.54545454550001,12.909090909100001,52.0,15.6,32.0,9.6,20.0000000000,4.0000000000,42.1090909091,"4401 HARRISON BOULEVARD
Ogden, UT 84403
(41.18284276200046, -111.94917334099966)",41.18284276200046,-111.94917334099966
1340,460023,AMERICAN FORK HOSPITAL,170 NORTH 1100 EAST,American Fork,UT,84003,UTAH,68.8888888889,19.6825396825,53.0,22.714285714299997,,,20.0000000000,5.7142857143,48.111111111099994,"170 NORTH 1100 EAST
American Fork, UT 84003
(40.38027072600045, -111.76904436599972)",40.38027072600045,-111.76904436599972
1341,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,Philadelphia,PA,19104,PHILADELPHIA,82.72727272729999,16.5454545455,48.0,14.4,37.5,11.25,0.0000000000,0.0000000000,42.1954545455,"34TH &amp; SPRUCE STS
Philadelphia, PA 19104
(39.957059202000494, -75.20074939799963)",39.957059202000494,-75.20074939799963
1342,440053,SAINT THOMAS RUTHERFORD HOSPITAL,1700 MEDICAL CENTER PARKWAY,Murfreesboro,TN,37129,RUTHERFORD,19.0,3.8,49.0,14.7,38.0,11.4,0.0000000000,0.0000000000,29.9,"1700 MEDICAL CENTER PARKWAY
Murfreesboro, TN 37129
(35.858805610000445, -86.42400435299965)",35.858805610000445,-86.42400435299965
1343,440073,MAURY REGIONAL HOSPITAL,1224 TROTWOOD AVE,Columbia,TN,38401,MAURY,47.2727272727,9.4545454545,58.0,17.4,52.0,15.6,20.0000000000,4.0000000000,46.4545454545,"1224 TROTWOOD AVE
Columbia, TN 38401
(35.60621539500045, -87.06546994999968)",35.60621539500045,-87.06546994999968
1344,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,200 HAWKINS DRIVE,Iowa City,IA,52242,JOHNSON,62.7272727273,12.5454545455,23.0,6.9,48.0,14.4,0.0000000000,0.0000000000,33.845454545500004,"200 HAWKINS DRIVE
Iowa City, IA 52242
(41.65901955300046, -91.54987336099964)",41.65901955300046,-91.54987336099964
1345,330249,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,Hamilton,NY,13346,MADISON,60.0,12.0,81.0,24.3,75.0,22.5,90.0000000000,18.0000000000,76.8,"150 BROAD STREET
Hamilton, NY 13346
(42.81391757400047, -75.54197703499966)",42.81391757400047,-75.54197703499966
1346,330267,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND ROAD,Cortlandt Manor,NY,10567,WESTCHESTER,84.44444444439999,16.888888888900002,56.0,16.8,44.0,13.2,0.0000000000,0.0000000000,46.888888888900006,"1980 CROMPOND ROAD
Cortlandt Manor, NY 10567
(41.29147790100046, -73.89280710299965)",41.29147790100046,-73.89280710299965
